"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSAMXG00000026470",7.07249019768515,-4.0390469535397,1.2251849144659,-3.2966835502545,0.000978336641655526,0.00904718697010554
"ENSAMXG00000026490",10.9504215833412,-2.01143320784571,0.73853877145247,-2.72353095815114,0.00645881619564654,0.0398333241477834
"ENSAMXG00000027378",6.14213433352591,-3.23231356244312,1.12703403772713,-2.86798220305898,0.00413098769754947,0.0284355021035668
"ENSAMXG00000029121",7.34982230048735,-5.96923392582754,1.4262652572972,-4.18522003202922,2.84890005071839e-05,0.00049747407810728
"ENSAMXG00000029158",30.1045991497236,-1.2815973565122,0.371587322275799,-3.44898030606378,0.00056270774046834,0.00580173469351961
"ENSAMXG00000029265",260.370331912409,-6.70325853802564,0.732983342847343,-9.14517171970948,5.95352023188326e-20,1.42671859842631e-17
"ENSAMXG00000029376",37.0667226541505,-1.40719309220454,0.374464782057251,-3.75787833631147,0.00017136015825841,0.00220442671531086
"ENSAMXG00000029445",117.167274170337,-1.13466024339132,0.302039736083013,-3.7566588360396,0.000172196993799816,0.00221349009271411
"ENSAMXG00000029451",14.6405928882847,-6.01585597648242,1.51556560997124,-3.9693801026513,7.2059854447891e-05,0.00106784810809485
"ENSAMXG00000029535",3.5777386456931,-3.94590593011155,1.4867598728153,-2.65403042028547,0.00795366561674087,0.0465698920491547
"ENSAMXG00000029566",11.4850044272066,-4.07842729732828,1.48990398758805,-2.73737591905549,0.00619314781927738,0.038463552265227
"ENSAMXG00000029585",77.227448979849,-3.09614914620213,0.56874394620322,-5.44383666300306,5.21450381892593e-08,1.96569216994343e-06
"ENSAMXG00000029667",108.146422743677,-1.49482724007552,0.223151385562393,-6.69871368402312,2.10262095974857e-11,1.71220711649429e-09
"ENSAMXG00000029812",10.8406393316071,-5.58458862451093,1.52435403417802,-3.6635771607495,0.000248717245614959,0.00298762242574663
"ENSAMXG00000029894",1271.20663062633,-2.02659911287908,0.158629897662385,-12.7756440793546,2.24283352055821e-37,1.5676471794735e-34
"ENSAMXG00000029919",129.892515884324,-3.55787546478571,0.384228518444773,-9.25979018732598,2.04834316437838e-20,5.0530818503599e-18
"ENSAMXG00000029936",1845.62389818923,-1.13791255279225,0.0977467900177717,-11.6414314228156,2.53721219522157e-31,1.46764601982213e-28
"ENSAMXG00000029953",21.7408050435644,-2.25067622358512,0.543075567510218,-4.1443150055591,3.4083096929041e-05,0.000578688209498647
"ENSAMXG00000030031",14.2219574271051,-1.78960624301945,0.665384735320758,-2.68958115210855,0.00715417499255188,0.0431695271582941
"ENSAMXG00000030103",5.25561496658491,-5.50544336982761,1.72969668641629,-3.18289525155661,0.00145810353660003,0.0124858023616465
"ENSAMXG00000030211",28.1999684498774,-6.98202609952371,1.24486299463866,-5.60867029511977,2.03887016621703e-08,8.42414951682038e-07
"ENSAMXG00000030235",18.9448378084919,-2.10020511883674,0.580778709948706,-3.61618820190952,0.000298973045499828,0.0035047329407824
"ENSAMXG00000030250",354.260287077504,-1.0507340711332,0.137866201424868,-7.6214043781123,2.50930491483572e-14,3.05026014104125e-12
"ENSAMXG00000030265",35.7389794885998,-3.12987200021188,0.473892275222575,-6.60460649784142,3.98574601656281e-11,3.05300864967311e-09
"ENSAMXG00000030269",35.640187431483,-7.2954745545535,1.23170651440491,-5.92306240913099,3.16000848992977e-09,1.56831782303467e-07
"ENSAMXG00000030357",15.2134550686108,-4.16195720769159,1.08029587430687,-3.85260862942938,0.000116866102658339,0.001601962447918
